"Bond","SP500","EAFE","SPGSCI"
"Q1y_2007",0.2514,0.2504,0.2535,0.2447
"Q2y_2007",0.253,0.2511,0.2433,0.2527
"Q3y_2007",0.2507,0.2517,0.2472,0.2504
"Q4y_2007",0.2544,0.2498,0.2535,0.2424
"Q1y_2008",0.2518,0.25,0.2519,0.2464
"Q2y_2008",0.2525,0.2515,0.2448,0.2512
"Q3y_2008",0.25,0.2504,0.249,0.2507
"Q4y_2008",0.2513,0.2511,0.2489,0.2487
"Q1y_2009",0.2518,0.2481,0.2482,0.2518
"Q2y_2009",0.2506,0.2499,0.2487,0.2509
"Q3y_2009",0.2526,0.2524,0.246,0.249
"Q4y_2009",0.2501,0.2503,0.2502,0.2493
"Q1y_2010",0.2494,0.2479,0.2531,0.2496
"Q2y_2010",0.2504,0.2489,0.2507,0.25
"Q3y_2010",0.2513,0.2491,0.2511,0.2485
