"Bond","SP500","EAFE","SPGSCI"
"Q4y_1992",-0.0434,0.3469,0.3482,0.3483
"Q1y_1993",-0.0095,0.337,0.3357,0.3368
"Q2y_1993",-0.0241,0.3417,0.3425,0.3399
"Q3y_1993",-0.0343,0.3456,0.3435,0.3451
"Q4y_1993",-0.0343,0.3444,0.345,0.3449
"Q1y_1994",-0.0073,0.3356,0.3366,0.3351
"Q2y_1994",0.068,0.3111,0.3099,0.311
"Q3y_1994",0.1116,0.2961,0.296,0.2963
"Q4y_1994",0.0994,0.3017,0.2994,0.2994
"Q1y_1995",0.1089,0.2973,0.2967,0.297
"Q2y_1995",0.1301,0.2898,0.2902,0.2898
"Q3y_1995",0.1574,0.2838,0.2767,0.2821
"Q4y_1995",0.1309,0.2907,0.2876,0.2908
"Q1y_1996",0.1424,0.286,0.2855,0.2862
"Q2y_1996",0.2086,0.2638,0.2635,0.2641
"Q3y_1996",0.2522,0.2525,0.2434,0.2518
"Q4y_1996",0.1406,0.2893,0.2808,0.2893
"Q1y_1997",0.1254,0.2913,0.2915,0.2918
"Q2y_1997",0.1244,0.2926,0.2916,0.2914
"Q3y_1997",0.1306,0.2899,0.2899,0.2896
"Q4y_1997",0.1274,0.2929,0.2903,0.2894
"Q1y_1998",0.0854,0.3037,0.3051,0.3058
"Q2y_1998",0.091,0.3036,0.302,0.3033
"Q3y_1998",0.0797,0.3067,0.3069,0.3067
"Q4y_1998",0.0214,0.3251,0.3258,0.3276
"Q1y_1999",0.0229,0.3266,0.3262,0.3242
"Q2y_1999",0.0702,0.3114,0.3103,0.3081
"Q3y_1999",0.0749,0.3072,0.3086,0.3094
"Q4y_1999",0.0741,0.3099,0.309,0.307
"Q1y_2000",0.0806,0.308,0.3044,0.307
"Q2y_2000",0.0634,0.312,0.3124,0.3123
"Q3y_2000",0.0623,0.3119,0.3118,0.314
"Q4y_2000",0.0405,0.3191,0.3197,0.3208
"Q1y_2001",0.0236,0.3252,0.3257,0.3255
"Q2y_2001",0.0016,0.3321,0.3332,0.3331
"Q3y_2001",0.0065,0.3317,0.3318,0.33
"Q4y_2001",-0.0338,0.3445,0.3447,0.3447
"Q1y_2002",-0.0331,0.3447,0.3444,0.344
"Q2y_2002",-0.0491,0.3497,0.3499,0.3495
"Q3y_2002",-0.0535,0.35,0.352,0.3515
"Q4y_2002",-0.0719,0.3582,0.3565,0.3572
"Q1y_2003",-0.0793,0.3594,0.3599,0.36
"Q2y_2003",-0.0757,0.3584,0.3587,0.3586
"Q3y_2003",-0.075,0.3581,0.3585,0.3584
"Q4y_2003",-0.0871,0.3638,0.361,0.3623
"Q1y_2004",-0.0933,0.3639,0.3648,0.3647
"Q2y_2004",-0.0981,0.3658,0.3658,0.3664
"Q3y_2004",-0.0856,0.3621,0.3619,0.3616
"Q4y_2004",-0.0926,0.3628,0.3651,0.3648
"Q1y_2005",-0.1025,0.3673,0.3682,0.367
"Q2y_2005",-0.0838,0.3614,0.3612,0.3612
"Q3y_2005",-0.0897,0.3634,0.3633,0.363
"Q4y_2005",-0.0881,0.363,0.3626,0.3626
"Q1y_2006",-0.0761,0.3588,0.3586,0.3586
"Q2y_2006",-0.0662,0.3544,0.3565,0.3553
"Q3y_2006",-0.0605,0.3532,0.3541,0.3532
"Q4y_2006",-0.0403,0.3471,0.3464,0.3468
"Q1y_2007",-0.0407,0.3465,0.3461,0.348
"Q2y_2007",-0.0568,0.3535,0.3491,0.3542
"Q3y_2007",-0.0596,0.3518,0.3541,0.3536
"Q4y_2007",-0.069,0.3568,0.3563,0.3559
"Q1y_2008",-0.0766,0.3597,0.358,0.3589
"Q2y_2008",-0.0841,0.3629,0.3606,0.3607
"Q3y_2008",-0.0764,0.359,0.3591,0.3583
"Q4y_2008",6e-04,0.3333,0.3328,0.3332
"Q1y_2009",0.0144,0.3288,0.3279,0.3288
"Q2y_2009",0.0223,0.3261,0.3257,0.3259
"Q3y_2009",0.0195,0.327,0.3268,0.3267
"Q4y_2009",0.0265,0.3246,0.3246,0.3243
"Q1y_2010",0.0356,0.3223,0.3214,0.3206
"Q2y_2010",0.0487,0.3172,0.3159,0.3182
"Q3y_2010",0.0143,0.3282,0.3287,0.3288
