"Bond","SP500","EAFE","SPGSCI"
"Q2y_1997",0.899481616549665,0,0.0146860581487604,0.0858323253015746
"Q3y_1997",0.935850119073518,0,0,0.0641498809264814
"Q4y_1997",0.87838786849429,0,0,0.121612131505711
"Q1y_1998",0.978603007794171,0,0,0.0213969922058286
"Q2y_1998",0.985693509809076,0,0,0.0143064901909236
"Q3y_1998",1,0,0,0
"Q4y_1998",1,0,0,0
"Q1y_1999",1,0,0,0
"Q2y_1999",0.979848994440076,0,0.0201510055599238,0
"Q3y_1999",0.977012045368278,0,0.0229879546317218,0
"Q4y_1999",0.974881899643135,0,0.0251181003568649,0
"Q1y_2000",0.964339854304893,0,0.0356601456951065,0
"Q2y_2000",0.968270988542683,0,0.0317290114573169,0
"Q3y_2000",0.962357623863207,0,0.0272363218679724,0.010406054268821
"Q4y_2000",0.991137942823778,0,0.00886205717622227,0
"Q1y_2001",0.976548057816548,0,0.0170154495401937,0.00643649264325807
"Q2y_2001",1,0,0,0
"Q3y_2001",1,0,0,0
"Q4y_2001",1,0,0,0
"Q1y_2002",0.961374143793813,0,0.0386258562061865,0
"Q2y_2002",0.916341130670575,0,0.0670056195471856,0.0166532497822399
"Q3y_2002",0.936705882374612,0,0.048622712989766,0.0146714046356213
"Q4y_2002",0.95449445636105,0,0.0190793925399854,0.0264261510989643
"Q1y_2003",0.941772058785015,0,0.0376346054212464,0.0205933357937389
"Q2y_2003",0.969414206581181,0,0.0305857934188189,0
"Q3y_2003",0.963432750563226,0,0.0365672494367743,0
"Q4y_2003",0.844416951862098,0.00233529259118497,0.120706019041769,0.0325417365049475
"Q1y_2004",0.849346842500273,0.00293190929735354,0.102542876453522,0.0451783717488514
"Q2y_2004",0.879253099124998,0,0.0871348878527322,0.0336120130222698
"Q3y_2004",0.803192415592366,0.0310267178771328,0.101107646377072,0.0646732201534292
"Q4y_2004",0.845644735906588,0.0326758152611044,0.0855324156827708,0.0361470331495367
"Q1y_2005",0.86004309340454,0.0481660328191308,0.0779085238119042,0.0138823499644247
"Q2y_2005",0.854751025949397,0.0599630673524559,0.0559688062004954,0.0293171004976512
"Q3y_2005",0.877779820190773,0.0632616337189216,0.0404069712589510,0.0185515748313549
"Q4y_2005",0.799855358077034,0.119599368498269,0.0497402268788939,0.0308050465458034
"Q1y_2006",0.837657385895539,0.107520942835845,0.0419155910790027,0.0129060801896137
"Q2y_2006",0.82895484870041,0.114584316244071,0.0473599102106025,0.00910092484491633
"Q3y_2006",0.864271491208675,0.0894717119935458,0.0327366812279998,0.0135201155697792
"Q4y_2006",0.82923101071227,0.150962062805661,0.00504693561138403,0.0147599908706846
"Q1y_2007",0.820351630435325,0.158082940264556,0.00994679783909518,0.0116186314610235
"Q2y_2007",0.80443694302262,0.168841421529706,0.00587718643125907,0.0208444490164145
"Q3y_2007",0.808599059016699,0.135412090685558,0.0260074699205608,0.0299813803771823
"Q4y_2007",0.842882757515236,0.117992056870304,0.0164100751871300,0.0227151104273301
"Q1y_2008",0.838272087448336,0.131212768575485,0,0.0305151439761786
"Q2y_2008",0.868876869022356,0.100100873927117,0,0.0310222570505265
"Q3y_2008",0.872488267351291,0.0804184566721168,0,0.0470932759765922
"Q4y_2008",0.911244462584757,0.0740900111164807,2.98275953808412e-11,0.0146655262689347
"Q1y_2009",0.903128079251027,0.0910857655983026,0,0.00578615515067008
"Q2y_2009",0.941684742138586,0.0557127764519454,6.46799189308867e-11,0.00260248134478875
"Q3y_2009",0.951834872783137,0.0457946106995494,0,0.00237051651731335
"Q4y_2009",0.957969982256554,0.0420300177434463,0,0
"Q1y_2010",0.917631739398858,0.0595245118315871,0.00515310053961013,0.0176906482299450
"Q2y_2010",0.935573620659471,0.0593080056766283,0,0.00511837366390076
"Q3y_2010",0.963058167161236,0.0369418328387639,0,0
